1,79.84344484,6.932074189
2,79.84344041,6.934334688
3,79.84343599,6.936595187
4,79.84343156,6.938855686
5,79.84342713,6.941116184
6,79.8434227,6.943376683
7,79.8457246,6.923036599
8,79.84572019,6.925297101
9,79.84571578,6.927557602
10,79.84571137,6.929818103
11,79.84570696,6.932078604
12,79.84570255,6.934339104
13,79.84569813,6.936599605
14,79.84569371,6.938860105
15,79.84800425,6.913998983
16,79.84799986,6.916259487
17,79.84799547,6.918519991
18,79.84799107,6.920780494
19,79.84798668,6.923040997
20,79.84798228,6.9253015
21,79.84797788,6.927562003
22,79.84797348,6.929822506
23,79.84796908,6.932083008
24,79.84796468,6.93434351
25,79.84796028,6.936604012
26,79.85027942,6.907221848
27,79.85027505,6.909482354
28,79.85027067,6.91174286
29,79.85026629,6.914003365
30,79.85026191,6.916263871
31,79.85025753,6.918524376
32,79.85025315,6.92078488
33,79.85024876,6.923045385
34,79.85024438,6.925305889
35,79.85023999,6.927566394
36,79.8502356,6.929826898
37,79.85023121,6.932087401
38,79.85022682,6.934347905
39,79.85022242,6.936608408
40,79.85021803,6.938868911
41,79.85255888,6.898184183
42,79.85255452,6.900444691
43,79.85255016,6.902705199
44,79.85254579,6.904965707
45,79.85254143,6.907226215
46,79.85253707,6.909486722
47,79.8525327,6.911747229
48,79.85252833,6.914007736
49,79.85252396,6.916268243
50,79.85251959,6.91852875
51,79.85251522,6.920789256
52,79.85251085,6.923049762
53,79.85250647,6.925310268
54,79.85250209,6.927570773
55,79.85249771,6.929831279
56,79.85249334,6.932091784
57,79.85248895,6.934352289
58,79.85248457,6.936612794
59,79.85248019,6.938873298
60,79.8524758,6.941133803
61,79.85483822,6.889146493
62,79.85483388,6.891407003
63,79.85482954,6.893667513
64,79.85482519,6.895928024
65,79.85482084,6.898188533
66,79.8548165,6.900449043
67,79.85481215,6.902709553
68,79.85480779,6.904970062
69,79.85480344,6.907230571
70,79.85479909,6.90949108
71,79.85479473,6.911751588
72,79.85479037,6.914012097
73,79.85478602,6.916272605
74,79.85478165,6.918533113
75,79.85477729,6.92079362
76,79.85477293,6.923054128
77,79.85476857,6.925314635
78,79.8547642,6.927575142
79,79.85475983,6.929835649
80,79.85475546,6.932096156
81,79.85475109,6.934356662
82,79.85474672,6.936617169
83,79.85474235,6.938877674
84,79.85473797,6.94113818
85,79.8547336,6.943398686
86,79.85472922,6.945659191
87,79.85472484,6.947919696
88,79.85472046,6.950180201
89,79.85471608,6.952440706
90,79.85712611,6.87558775
91,79.85712179,6.877848263
92,79.85711746,6.880108776
93,79.85711314,6.882369289
94,79.85710881,6.884629802
95,79.85710448,6.886890314
96,79.85710015,6.889150826
97,79.85709582,6.891411338
98,79.85709148,6.89367185
99,79.85708715,6.895932362
100,79.85708281,6.898192873
101,79.85707847,6.900453384
102,79.85707414,6.902713895
103,79.85706979,6.904974406
104,79.85706545,6.907234916
105,79.85706111,6.909495426
106,79.85705676,6.911755936
107,79.85705242,6.914016446
108,79.85704807,6.916276956
109,79.85704372,6.918537465
110,79.85703937,6.920797974
111,79.85703502,6.923058483
112,79.85703066,6.925318992
113,79.85702631,6.927579501
114,79.85702195,6.929840009
115,79.85701759,6.932100517
116,79.85701323,6.934361025
117,79.85700887,6.936621532
118,79.85700451,6.93888204
119,79.85700015,6.941142547
120,79.85699578,6.943403054
121,79.85699141,6.945663561
122,79.85698705,6.947924067
123,79.85698268,6.950184574
124,79.8569783,6.95244508
125,79.85697393,6.954705586
126,79.85696956,6.956966091
127,79.85940951,6.864289488
128,79.85940521,6.866550003
129,79.8594009,6.868810519
130,79.85939659,6.871071034
131,79.85939228,6.873331549
132,79.85938797,6.875592064
133,79.85938366,6.877852579
134,79.85937935,6.880113094
135,79.85937503,6.882373608
136,79.85937071,6.884634122
137,79.8593664,6.886894636
138,79.85936208,6.889155149
139,79.85935775,6.891415663
140,79.85935343,6.893676176
141,79.85934911,6.895936689
142,79.85934478,6.898197202
143,79.85934045,6.900457714
144,79.85933613,6.902718227
145,79.8593318,6.904978739
146,79.85932747,6.907239251
147,79.85932313,6.909499762
148,79.8593188,6.911760274
149,79.85931446,6.914020785
150,79.85931013,6.916281296
151,79.85930579,6.918541807
152,79.85930145,6.920802318
153,79.85929711,6.923062828
154,79.85929276,6.925323338
155,79.85928842,6.927583848
156,79.85928407,6.929844358
157,79.85927972,6.932104867
158,79.85927538,6.934365377
159,79.85927103,6.936625886
160,79.85926667,6.938886395
161,79.85926232,6.941146903
162,79.85925797,6.943407412
163,79.85925361,6.94566792
164,79.85924925,6.947928428
165,79.85924489,6.950188935
166,79.85924053,6.952449443
167,79.85923617,6.95470995
168,79.85923181,6.956970457
169,79.8616842,6.857512231
170,79.86167991,6.859772749
171,79.86167562,6.862033267
172,79.86167132,6.864293784
173,79.86166703,6.866554302
174,79.86166273,6.868814819
175,79.86165844,6.871075335
176,79.86165414,6.873335852
177,79.86164984,6.875596368
178,79.86164553,6.877856884
179,79.86164123,6.8801174
180,79.86163693,6.882377916
181,79.86163262,6.884638432
182,79.86162831,6.886898947
183,79.861624,6.889159462
184,79.86161969,6.891419977
185,79.86161538,6.893680491
186,79.86161107,6.895941006
187,79.86160675,6.89820152
188,79.86160244,6.900462034
189,79.86159812,6.902722548
190,79.8615938,6.904983061
191,79.86158948,6.907243575
192,79.86158516,6.909504088
193,79.86158083,6.911764601
194,79.86157651,6.914025113
195,79.86157218,6.916285626
196,79.86156785,6.918546138
197,79.86156353,6.92080665
198,79.86155919,6.923067162
199,79.86155486,6.925327673
200,79.86155053,6.927588185
