1,79.842562281,6.932513244
2,79.84255961,6.933869544
3,79.842556938,6.935225843
4,79.843924888,6.92980331
5,79.843922222,6.93115961
6,79.843919555,6.932515911
7,79.843916888,6.933872211
8,79.843914221,6.935228511
9,79.845287478,6.92709337
10,79.845284817,6.928449671
11,79.845282155,6.929805972
12,79.845279493,6.931162273
13,79.84527683,6.932518574
14,79.845274167,6.933874874
15,79.845271504,6.935231175
16,79.845268839,6.936587476
17,79.846655362,6.92167082
18,79.846652706,6.923027122
19,79.846650051,6.924383424
20,79.846647395,6.925739725
21,79.846644738,6.927096027
22,79.846642081,6.928452329
23,79.846639423,6.92980863
24,79.846636765,6.931164931
25,79.846634106,6.932521233
26,79.846631447,6.933877534
27,79.846628787,6.935233835
28,79.846626127,6.936590136
29,79.846623466,6.937946437
30,79.846620804,6.939302738
31,79.846618142,6.940659039
32,79.848023206,6.916248261
33,79.848020557,6.917604563
34,79.848017908,6.918960866
35,79.848015257,6.920317169
36,79.848012607,6.921673471
37,79.848009956,6.923029773
38,79.848007304,6.924386076
39,79.848004652,6.925742378
40,79.848001999,6.92709868
41,79.847999346,6.928454982
42,79.847996692,6.929811284
43,79.847994037,6.931167586
44,79.847991382,6.932523888
45,79.847988727,6.93388019
46,79.847986071,6.935236491
47,79.847983415,6.936592793
48,79.847980758,6.937949094
49,79.8479781,6.939305396
50,79.847975442,6.940661697
51,79.847972783,6.942017999
52,79.849391012,6.910825692
53,79.849388369,6.912181996
54,79.849385725,6.913538299
55,79.849383081,6.914894602
56,79.849380437,6.916250906
57,79.849377791,6.917607209
58,79.849375146,6.918963512
59,79.849372499,6.920319815
60,79.849369853,6.921676118
61,79.849367205,6.923032421
62,79.849364557,6.924388724
63,79.849361909,6.925745027
64,79.84935926,6.927101329
65,79.849356611,6.928457632
66,79.849353961,6.929813934
67,79.84935131,6.931170237
68,79.849348659,6.932526539
69,79.849346008,6.933882841
70,79.849343356,6.935239144
71,79.849340703,6.936595446
72,79.84933805,6.937951748
73,79.849335396,6.93930805
74,79.849332742,6.940664352
75,79.849330087,6.942020654
76,79.850761415,6.90404681
77,79.850758779,6.905403114
78,79.850756142,6.906759419
79,79.850753504,6.908115723
80,79.850750866,6.909472027
81,79.850748227,6.910828331
82,79.850745588,6.912184635
83,79.850742948,6.913540939
84,79.850740308,6.914897243
85,79.850737667,6.916253547
86,79.850735026,6.917609851
87,79.850732384,6.918966154
88,79.850729742,6.920322458
89,79.850727099,6.921678761
90,79.850724455,6.923035065
91,79.850721811,6.924391368
92,79.850719167,6.925747671
93,79.850716522,6.927103975
94,79.850713876,6.928460278
95,79.85071123,6.929816581
96,79.850708584,6.931172884
97,79.850705937,6.932529187
98,79.850703289,6.933885489
99,79.850700641,6.935241792
100,79.850697992,6.936598095
101,79.850695343,6.937954397
102,79.850692693,6.9393107
103,79.850690043,6.940667002
104,79.850687392,6.942023305
105,79.852129138,6.898624222
106,79.852126507,6.899980527
107,79.852123876,6.901336832
108,79.852121244,6.902693137
109,79.852118612,6.904049442
110,79.852115979,6.905405747
111,79.852113346,6.906762052
112,79.852110712,6.908118357
113,79.852108078,6.909474662
114,79.852105443,6.910830966
115,79.852102808,6.912187271
116,79.852100172,6.913543575
117,79.852097536,6.91489988
118,79.852094899,6.916256184
119,79.852092261,6.917612489
120,79.852089623,6.918968793
121,79.852086985,6.920325097
122,79.852084346,6.921681401
123,79.852081706,6.923037705
124,79.852079066,6.924394009
125,79.852076425,6.925750312
126,79.852073784,6.927106616
127,79.852071143,6.92846292
128,79.8520685,6.929819223
129,79.852065858,6.931175527
130,79.852063214,6.93253183
131,79.852060571,6.933888134
132,79.852057926,6.935244437
133,79.852055282,6.93660074
134,79.852052636,6.937957043
135,79.85204999,6.939313346
136,79.852047344,6.940669649
137,79.852044697,6.942025952
138,79.852042049,6.943382255
139,79.852039401,6.944738557
140,79.852036753,6.94609486
141,79.853496821,6.893201624
142,79.853494196,6.894557931
143,79.853491571,6.895914237
144,79.853488945,6.897270543
145,79.853486319,6.898626848
146,79.853483692,6.899983154
147,79.853481065,6.90133946
148,79.853478437,6.902695766
149,79.853475809,6.904052071
150,79.85347318,6.905408377
151,79.853470551,6.906764682
152,79.853467921,6.908120987
153,79.853465291,6.909477293
154,79.85346266,6.910833598
155,79.853460028,6.912189903
156,79.853457396,6.913546208
157,79.853454764,6.914902513
158,79.853452131,6.916258818
159,79.853449497,6.917615122
160,79.853446863,6.918971427
161,79.853444228,6.920327732
162,79.853441593,6.921684036
163,79.853438957,6.923040341
164,79.853436321,6.924396645
165,79.853433684,6.92575295
166,79.853431047,6.927109254
167,79.853428409,6.928465558
168,79.853425771,6.929821862
169,79.853423132,6.931178166
170,79.853420493,6.93253447
171,79.853417853,6.933890774
172,79.853415213,6.935247077
173,79.853412572,6.936603381
174,79.85340993,6.937959685
175,79.853407288,6.939315988
176,79.853404646,6.940672292
177,79.853402002,6.942028595
178,79.853399359,6.943384898
179,79.853396715,6.944741202
180,79.85339407,6.946097505
181,79.853391425,6.947453808
182,79.853388779,6.948810111
183,79.853386133,6.950166414
184,79.854864465,6.887779018
185,79.854861847,6.889135325
186,79.854859228,6.890491632
187,79.854856608,6.891847939
188,79.854853988,6.893204245
189,79.854851367,6.894560552
190,79.854848746,6.895916858
191,79.854846124,6.897273165
192,79.854843501,6.898629471
193,79.854840878,6.899985778
194,79.854838255,6.901342084
195,79.854835631,6.90269839
196,79.854833007,6.904054696
197,79.854830382,6.905411002
198,79.854827756,6.906767308
199,79.85482513,6.908123614
200,79.854822504,6.90947992
201,79.854819877,6.910836225
202,79.854817249,6.912192531
203,79.854814621,6.913548836
204,79.854811992,6.914905142
205,79.854809363,6.916261447
206,79.854806733,6.917617753
207,79.854804103,6.918974058
208,79.854801472,6.920330363
209,79.854798841,6.921686668
210,79.854796209,6.923042973
211,79.854793577,6.924399278
212,79.854790944,6.925755583
213,79.854788311,6.927111887
214,79.854785677,6.928468192
215,79.854783042,6.929824497
216,79.854780407,6.931180801
217,79.854777772,6.932537106
218,79.854775136,6.93389341
219,79.854772499,6.935249714
220,79.854769862,6.936606019
221,79.854767225,6.937962323
